SQL file	CM_ADDRESS_HIERARCHY_SV	CM_AREA_SPECIAL_DETAIL_SV	CM_ATMOSPHERE_ATTR_SV	CM_BC_INFO	CM_BRAND	CM_BRAND_STORE	CM_BUDGET_SV	CM_CAMPAIGN_SDA	CM_CANCEL_POLICY	CM_CAPTCHA_DISP_STORE	CM_CAP_AUTH_KEY	CM_CLICK_AD_INFO	CM_COUPON_PRE_CONDITION_SV	CM_COURSE_FOOD_SV	CM_COURSE_LIST_SV	CM_COURSE_PNUM_SV	CM_CP_AREA	CM_CP_CUSTOMER	CM_CP_CUSTOMER_PREF	CM_CP_INFO	CM_DEVICE_KBN	CM_DOKOIKU_STORE_SV	CM_EAT_NOT_STORE_LIST	CM_ENSEN_KBN_SV	CM_ENSEN_STATION_SV	CM_ENSEN_SV	CM_FEATURE_GROUP_LINK_SV	CM_FEATURE_KBN_SV	CM_FEATURE_PATTERN_SV	CM_FEATURE_SV	CM_FEED_NOT_STORE_LIST	CM_FOOD_KBN_SV	CM_FOOD_SV	CM_FREE_WORD_AREA	CM_FREE_WORD_AREA_DETAIL	CM_GENRE_SV	CM_GOURMET_SEARCH	CM_HPDS_DM_NO_DISP	CM_IMR_SEAT_LIST	CM_IMR_SEAT_LIST_DAY	CM_INDICATOR_CD_SV	CM_INDICATOR_KBN_SV	CM_JP_BEAUTY_AREA_SV	CM_LANDMARK_AREA_SV	CM_LARGE_ADDRESS_SV	CM_MA_STATION_SV	CM_MEDIALINK_SV	CM_MEDIA_SERVICE_AREA_SV	CM_MENU_MARK_SV	CM_MIDDLE_ADDRESS_SV	CM_MIDDLE_AREA_SV	CM_MOBILE_DOMAIN	CM_NEAR_PAID_STORE	CM_NEAR_PAID_STORE_NO_DISP	CM_NEW_TICKET_LIST_SV	CM_NO_PRINT_TICKET_STORE	CM_PARENT_GENRE_SV	CM_POPULAR_TICKET_LIST_SV	CM_PREMIUM_GENRE_REF_SV	CM_PREMIUM_GENRE_SV	CM_PREMIUM_REC_STORE	CM_PRE_CONDITION	CM_PRIORITY_M_ADDRESS	CM_PRIORITY_M_ADDR_FOOD	CM_PRIORITY_SMA	CM_PRIORITY_STATION	CM_PRIORITY_S_ADDRESS	CM_PRIORITY_S_ADDR_FOOD	CM_PRIVILEGE_STORE	CM_REF_BRAND	CM_REPORTER_RANK_INFO	CM_RSV_SEAT_INFO	CM_RSV_SEAT_TIME_INFO	CM_RSV_STORE_ALLOCATE	CM_SCENE_INDICATOR_SV	CM_SEASON_KEYWORD	CM_SEAT_TYPE_SV	CM_SEO_POPULAR_BRAND	CM_SEO_POPULAR_KEYWORD	CM_SERIAL_CP_INFO	CM_SERVICE_AREA_SV	CM_SMALL_ADDRESS_SV	CM_SMALL_AREA_SV	CM_SMA_FOOD_FOOTER_LINK	CM_SMA_GENRE_FOOTER_LINK	CM_SPECIAL_DETAIL_SV	CM_SPECIAL_SV	CM_SPECIAL_S_CATEGORY_SV	CM_STATION_BTW_DIST_SV	CM_STATION_MAREA_SV	CM_STATION_SV	CM_STORE_ADDRESS_SV	CM_STORE_APPEARANCE_SV	CM_STORE_ATMOSPHERE_ATTR_SV	CM_STORE_ATMOSPHERE_SV	CM_STORE_BUSINESS_DAY	CM_STORE_CATCHWORD_SCENE_SV	CM_STORE_CATCHWORD_SV	CM_STORE_CHARACTER	CM_STORE_CHARTER_SEAT_SV	CM_STORE_CHOOSY_SV	CM_STORE_CONTROL_SV	CM_STORE_COUPON_SEARCH_SV	CM_STORE_COUPON_SV	CM_STORE_COURSE_FDRINK_SV	CM_STORE_COURSE_SV	CM_STORE_CPN_CRS_LINK_SV	CM_STORE_CRS_FOOD_S_SV	CM_STORE_DRINK_CHOOSY_SV	CM_STORE_DRINK_SV	CM_STORE_EQUIP_SV	CM_STORE_FB_LINK	CM_STORE_FEATURE_SV	CM_STORE_FIRST_DRINK_SV	CM_STORE_FIRST_LUNCH_SV	CM_STORE_FIRST_SV	CM_STORE_FOOD_CHOOSY_SV	CM_STORE_FOOD_MESSAGE_SV	CM_STORE_FOOD_SV	CM_STORE_FREE_DRINK_SV	CM_STORE_GALLERY_SV	CM_STORE_HISTORY_SV	CM_STORE_IMPORT_FILE	CM_STORE_IMR_CALENDAR	CM_STORE_IMR_HOLIDAY	CM_STORE_IMR_INFO	CM_STORE_IMR_SORT_SV	CM_STORE_INDICATOR_SV	CM_STORE_LAST_UPDATE	CM_STORE_LIST_NET_SV	CM_STORE_LIST_SV	CM_STORE_LUNCH_CHOOSY_SV	CM_STORE_LUNCH_SV	CM_STORE_MEDIALINK_SV	CM_STORE_NEAR_STATION_SV	CM_STORE_NET_RESERVE_DAY	CM_STORE_PARTY_SEAT_SV	CM_STORE_PRIVATE_SEAT_SV	CM_STORE_PR_SV	CM_STORE_REQ_RESERVE_DAY	CM_STORE_RSV_SEARCH_SORT_SV	CM_STORE_RSV_SEAT_STOCK	CM_STORE_SCR_COUPON_SV	CM_STORE_SCR_COURSE_FD_SV	CM_STORE_SCR_COURSE_SV	CM_STORE_SEATTYPE_SV	CM_STORE_SEAT_SV	CM_STORE_SERVICE_SV	CM_STORE_SMF_DISP_SV	CM_STORE_SPECIAL_SV	CM_STORE_SUBSITE_LIST_SV	CM_STORE_SUBSITE_SV	CM_STORE_SV	CM_STORE_WEDDING_COUPON_SV	CM_STORE_WEDDING_COURSE_SV	CM_STORE_WEDDING_SCENE_SV	CM_STORE_WEDDING_SV	CM_STORE_WORD_SV	CM_SUBSITE_THEME_DETAIL_SV	CM_SUBSITE_THEME_KBN_DTL_SV	CM_SUBSITE_THEME_KBN_SV	CM_TICKET_LIST_SV	CM_TICKET_PRICE_LIST_SV	CM_TICKET_SORT_STORE_SV	CM_TICKET_SORT_TICKET_SV	CM_TICKET_STORE_LIST_SV	CM_USE_CONDITION	CM_USE_CONDITION_DTL	CM_WINNING_CP_INFO	CT_ADJUST	CT_ADJUST_FRIEND	CT_AFP_INFO	CT_AREA_TWEET	CT_AREA_TWEET_ANNIV	CT_AREA_TWEET_BUFFET	CT_AREA_TWEET_ENKAI	CT_AREA_TWEET_GIRLS	CT_AREA_TWEET_PLACE	CT_AREA_TWEET_SEASON	CT_AREA_TWEET_WEDDING	CT_BC_ENTRY_INFO	CT_BKT_MMAG_PERMISSION	CT_BLACK_LIST	CT_CAMPAIGN	CT_CAMPAIGN_ENTRY	CT_CAMPAIGN_SDA_INFO	CT_CAP_AUTH_STATE_RESUME	CT_CAP_MEMBER	CT_CAP_MEMBER_BOOKMARK	CT_CAP_MEMBER_DEVICE	CT_CAP_MEMBER_QUESTION	CT_CLICK_AD_LOG	CT_CLIENT	CT_CLIENT_BANK_ACCOUNT	CT_CLIENT_INFO	CT_COURSE_RESERVE_CNT	CT_CP_AREA_COUNTER	CT_CP_ENTRY_INFO	CT_CP_PIN_SEND_CNT	CT_CP_SERIAL	CT_CP_SMS_SEND_CNT	CT_CP_TICKET	CT_CP_WINNING	CT_DMENU_ORDER_COMPLETE	CT_DMENU_ORDER_REQUIRE	CT_DM_PERMISSION	CT_EXCEPT_IMR_FAX	CT_FAVORITE_FOLDER	CT_FAVORITE_MEMBER	CT_FAVORITE_STORE	CT_FAX_YOYAKU_HST	CT_FORWARDING_URL	CT_GOURMET_SUM_AREA_WK	CT_GOURMET_SUM_SV_AREA_WK	CT_IMR_INFO	CT_IMR_INFO_COUPON	CT_IMR_INFO_COUPON_HISTORY	CT_IMR_INFO_COURSE	CT_IMR_INFO_COURSE_FDRINK	CT_IMR_INFO_COURSE_HISTORY	CT_IMR_INFO_HISTORY	CT_IMR_INFO_HPDS	CT_IMR_INFO_SEAT_TIME	CT_IMR_INFO_SEAT_TM_HST	CT_MA_NEW_REPORT_SUBSITE	CT_MA_WEDDING_SALE_POINT	CT_MEMBER	CT_MEMBER_CNT	CT_MEMBER_MODIFY	CT_MENU_EAT_HISTORY	CT_MENU_MEMBER	CT_MENU_MEMBER_BLACK_LIST	CT_MENU_MEMBER_COUNTER	CT_MENU_REPORT_USER_CNT	CT_MENU_VOICE	CT_NDC_TICKET	CT_NDC_TICKET_USE_COND	CT_NEW_MEMBER_TMP	CT_OLD_TWITTER_ACCOUNT	CT_OPERATION_DATE	CT_ORG_DEMAND	CT_ORG_DEMAND_AREA	CT_ORG_DEMAND_HISTORY	CT_ORG_EXIST_AREA	CT_ORG_MESSAGE	CT_ORG_OFFER	CT_PASSWD_REMINDER	CT_PIN_SEND_CNT	CT_PUBLIC_INQUIRY_HST	CT_REC_MENU_REPORT	CT_REC_REPORT	CT_REC_REPORT_COUNT	CT_REC_REPORT_REFUSE_STORE	CT_REC_REPORT_SEARCH	CT_REC_REPORT_USER_COUNTER	CT_REPORT_VOTE_CONTROL	CT_REQ_INFO_HPDS	CT_REQ_RESERVE_HISTORY	CT_RESERVE_CAMPAIGN	CT_SCORE_SUM	CT_SCRATCH	CT_SEASON_RECOMMEND_POINT	CT_SEND_MAIL_LOG	CT_SERIAL_CP_XREF	CT_SMS_AUTH	CT_SMS_SEND_CNT	CT_STATION_NEW_REPORT	CT_STATION_NEW_REPORT_ENKAI	CT_STATION_TWEET_ENKAI	CT_STORE_COMMENT	CT_STORE_EAT_COUNT	CT_STORE_FIRST_EAT	CT_STORE_FOOD_EAT	CT_STORE_LUNCH_EAT	CT_STORE_NEW_REPORT	CT_STORE_ORG	CT_STORE_RESERVE_CAMPAIGN	CT_STORE_RESERVE_POSSIBLE	CT_STORE_SEAT_STATE_DAY	CT_STORE_USER_MENU	CT_STORE_WHATS_NEW_INFO	CT_TICKET	CT_TICKET_PRINT	CT_TICKET_SALES	CT_TICKET_SUM_CNT	CT_TICKET_USE_COND	CT_TWEET	CT_TWITTER_ACCOUNT	CT_VISIT_CNT_CONTROL	CT_WAIT_GRANT_POINT	CT_WHATS_NEW	DUAL	SM_BG_STYLE_SV	SM_CALENDER	SM_CAM_STORE_SEARCH_JP_SV	SM_MULTILIST_DISP_STORE	SM_PLAN_SORT_SV	ST_NUMBER_CONTROL	cm_store_history_sv	dual	
D:\Projects\workspace\HPGS-hp-csp-webapp\src\main\resources\sql\area\findMiddleArea_selectMiddleArea.sql	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	R	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
D:\Projects\workspace\HPGS-hp-csp-webapp\src\main\resources\sql\area\getMiddleArea_selectMiddleArea.sql	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	R	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
D:\Projects\workspace\HPGS-hp-csp-webapp\src\main\resources\sql\area\getServiceArea_selectMiddleArea.sql	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	R	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
D:\Projects\workspace\HPGS-hp-csp-webapp\src\main\resources\sql\area\middleAreaCdExists_selectMiddleArea.sql	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	R	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
D:\Projects\workspace\HPGS-hp-csp-webapp\src\main\resources\sql\bcEntry\getBcEntry_selectBcEntry.sql	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	R	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
D:\Projects\workspace\HPGS-hp-csp-webapp\src\main\resources\sql\bcEntry\getEntryPersonNum_selectBcEntryInfo.sql	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	R	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
D:\Projects\workspace\HPGS-hp-csp-webapp\src\main\resources\sql\bcEntry\insertBcEntry_insertBcEntry.sql	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	C	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
D:\Projects\workspace\HPGS-hp-csp-webapp\src\main\resources\sql\bcInfo\getBcInfo_selectBcInfo.sql	-	-	-	R	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
D:\Projects\workspace\HPGS-hp-csp-webapp\src\main\resources\sql\bktMmag\getMmagPermissionByEmail_selectBktMmagPermission.sql	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	R	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
D:\Projects\workspace\HPGS-hp-csp-webapp\src\main\resources\sql\bktMmag\insertBktMmagPermission_insertBktMmagPermission.sql	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	C	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
D:\Projects\workspace\HPGS-hp-csp-webapp\src\main\resources\sql\bktMmag\updateBktMmagPermission_updateBktMmagPermission.sql	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	U	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
D:\Projects\workspace\HPGS-hp-csp-webapp\src\main\resources\sql\bookmark\findBookmarkStoreByIdForSP_bookmarkExists.sql	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	R	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
D:\Projects\workspace\HPGS-hp-csp-webapp\src\main\resources\sql\bookmark\getBookmarkStoreCntForSp_selectMemberCntForSp.sql	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	R	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
